k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ovatus (ID180606)  -0.00396605164761
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__ (ID881857)  -1.10479851095e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Limnobacter, s__ (ID4479739)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Labrys, s__ (ID4410158)  0.0
k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin517, g__, s__ (ID1939008)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Pelomonas, s__ (ID1939004)  8.95565080565e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID1106787)  1.04265437945e-06
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__, g__, s__ (ID297314)  1.15315744493e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID4441345)  2.80093921094e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID292145)  4.41852620227e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__ (ID536461)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID292148)  7.53761175702e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__ (ID531201)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID520385)  1.9276294488e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__, s__ (ID4415319)  -4.94874431976e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__, s__ (ID509038)  0.0
k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__ (ID4361768)  -2.36149947201e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID166099)  1.3038218994e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiohalorhabdales, f__, g__, s__ (ID4331205)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiohalorhabdales, f__, g__, s__ (ID4331207)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__, g__, s__ (ID614814)  4.47734682456e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__, g__, s__ (ID101880)  1.01684748503e-08
k__Bacteria, p__Gemmatimonadetes, c__Gemm-1, o__, f__, g__, s__ (ID204108)  0.0
k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae, g__Phormidium, s__ (ID4414439)  0.0
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__ (ID250050)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID203737)  2.26865730122e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiohalorhabdales, f__, g__, s__ (ID4415388)  6.70863251738e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID1737536)  -9.39931166241e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID345637)  -4.67750479636e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID345635)  5.90069976856e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__ (ID714202)  6.9254205955e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID182163)  1.10997619745e-08
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae, g__, s__ (ID346586)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MND1, f__, g__, s__ (ID222649)  0.0
k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__ (ID987863)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__HTCC2188, g__HTCC, s__ (ID230216)  2.74208091146e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Janthinobacterium, s__lividum (ID285908)  -4.54743061076e-07
k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Xenococcaceae, g__, s__ (ID808252)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__, s__ (ID4390823)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID4425256)  2.80451805054e-07
k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__ (ID4351648)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__ (ID4367778)  0.0
k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__ (ID4367776)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__ (ID1934311)  3.15777146825e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Vibrionaceae, g__, s__ (ID83553)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__ (ID85863)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Faecalibacterium, s__prausnitzii (ID528652)  2.36729069562e-09
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__ (ID242917)  1.22702273003e-05
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__, s__ (ID4041620)  0.0
k__Bacteria, p__Acidobacteria, c__Acidobacteria-5, o__, f__, g__, s__ (ID138920)  0.0
k__Bacteria, p__Acidobacteria, c__Sva0725, o__Sva0725, f__, g__, s__ (ID3595845)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID343740)  -2.06888495656e-05
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__ (ID917561)  -1.70921157033e-08
k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Acidobacteriaceae, g__, s__ (ID1145234)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__, s__ (ID171288)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__ (ID811133)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__ (ID815498)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Arthrobacter, s__ (ID136560)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID178302)  -2.59078518863e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__, s__ (ID15018)  1.02211491769e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID1110650)  -2.29882315805e-05
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__ASSO-13, f__, g__, s__ (ID557842)  5.13629677112e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID1063126)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID233549)  6.6964202009e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__, s__ (ID681246)  3.99073462052e-07
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__NB1-j, f__MND4, g__, s__ (ID170623)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID4375860)  1.29075926501e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__ (ID177933)  9.74446418269e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Zoogloea, s__ (ID344216)  4.9213132001e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__SMB53, s__ (ID2942332)  2.01937109637e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__ (ID298954)  2.36070681219e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__ (ID100457)  4.85465776443e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__ (ID2907650)  4.29739115697e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__, g__, s__ (ID4361328)  -5.78068705411e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Erwinia, s__ (ID4067355)  1.93452451236e-06
k__Bacteria, p__WS3, c__PRR-12, o__, f__, g__, s__ (ID269703)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__, s__ (ID131511)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__, s__ (ID4420371)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Shewanellaceae, g__Shewanella, s__ (ID276135)  3.14792101366e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__ (ID276133)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__ (ID4375286)  0.0
k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__A17, s__ (ID241588)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__ (ID548999)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__, s__ (ID172717)  1.76561450212e-06
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus, s__ (ID624891)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__ (ID4476853)  2.30520925404e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__, s__ (ID825362)  1.73345982043e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Proteiniclasticum, s__ (ID361428)  2.13173749759e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__ (ID779944)  6.63733185555e-08
k__Bacteria, p__FBP, c__, o__, f__, g__, s__ (ID404932)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__, g__, s__ (ID2936530)  2.81437626544e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID324386)  1.05053313348e-08
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Psychroflexus, s__ (ID4449390)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID320490)  -1.05884062035e-07
k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__ (ID973307)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__ (ID218070)  1.88652468756e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dietziaceae, g__Dietzia, s__ (ID1126467)  6.72402481761e-07
k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__ (ID1083723)  0.0
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Cryomorphaceae, g__, s__ (ID273256)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Hylemonella, s__ (ID654788)  -7.46378750656e-08
k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__ (ID824704)  0.0
k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__ (ID828676)  -6.33153879183e-05
k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__ (ID81939)  0.0
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__ (ID709839)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__ (ID780261)  1.13768089039e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__ (ID163144)  -2.59291795005e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__ (ID254580)  5.47280163227e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__ (ID325387)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Rathayibacter, s__ (ID948001)  0.0
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__ (ID4471497)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID290371)  3.70325519835e-07
k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Xenococcaceae, g__, s__ (ID558201)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Staphylococcus, s__aureus (ID1086805)  6.47485623169e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID367484)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiohalorhabdales, f__, g__, s__ (ID689851)  -7.83930721202e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__elegans (ID4431746)  1.50050800636e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Vibrionaceae, g__Photobacterium, s__ (ID739614)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__iners (ID236308)  1.12869846714e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__Streptomyces, s__ (ID11920)  2.51919980485e-06
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__ (ID943600)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID514192)  1.10452004275e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__ (ID236303)  2.22365870575e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Pseudoxanthomonas, s__mexicana (ID1855583)  0.0
k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__ (ID1132926)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__wittichii (ID1137731)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID174712)  8.77556733577e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MWH-UniP1, f__, g__, s__ (ID820287)  1.09665999227e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID174716)  4.01257503916e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID388945)  2.15438836037e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__ (ID746079)  2.02140276459e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__ (ID4355313)  5.84785881274e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__ (ID4355317)  1.19841612531e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__ (ID3382766)  0.0
k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__ (ID3270628)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Butyrivibrio, s__ (ID2371945)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID583500)  9.77785226352e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Erwinia, s__ (ID1119039)  -4.43934493233e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ovatus (ID4357222)  2.44105802339e-07
k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__ (ID593108)  0.0
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__ (ID1119031)  0.0
k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__ (ID156963)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__ (ID252325)  9.17219011095e-08
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__ (ID541963)  6.79060332609e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__ (ID312317)  9.59220992843e-09
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__ (ID701151)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__SMB53, s__ (ID322560)  -2.89814131464e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID322562)  4.22621602025e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID322564)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID322569)  1.27167013988e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__ (ID247695)  3.46927881524e-07
k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__gargensis (ID765291)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__ (ID129907)  -1.30300004006e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Serratia, s__ (ID4360511)  0.000162014595301
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__halophobica (ID804499)  0.0
k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__, g__, s__ (ID1057778)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__ (ID4406009)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__, s__ (ID3537764)  -5.58309321164e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__Eikenella, s__ (ID4315833)  8.89402038289e-09
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__, g__, s__ (ID334459)  3.15995377345e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID4354042)  4.8202860001e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID4354041)  1.26136104399e-06
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__ (ID1916598)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__ (ID385288)  0.0
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__, g__, s__ (ID541389)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__, s__ (ID549550)  2.52639353506e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Ellin6067, f__, g__, s__ (ID41200)  3.13308936186e-08
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__ (ID549557)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae, g__, s__ (ID533038)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID542725)  4.13569528188e-07
k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__Gemmata, s__ (ID1029858)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae, g__Lutibacterium, s__ (ID421125)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID300763)  8.55985050808e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID352182)  1.50452906028e-06
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__ (ID245723)  0.0
